site,policy,mukey,cokey,compname,comppct_r,thickness_cm,status,reason_codes,horizon_count,interval_sum_cm,interval_union_cm,deepest_bottom_cm
az_ponderosa,strict_soil,2942447,27469676,Abreu,9.0,109.0,valid,bedrock_excluded,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942447,27469677,Laventana,5.0,127.0,valid,bedrock_excluded,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942447,27469678,Cajete,1.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,strict_soil,2942453,27469679,Espiritu,25.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942453,27469680,Vessilla,25.0,25.0,valid,bedrock_excluded,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942453,27469681,Rock outcrop,35.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,strict_soil,2942453,27469682,Fragua,5.0,,unavailable,ambiguous_material,4,152.0,152.0,152.0
az_ponderosa,strict_soil,2942453,27469683,Menefee,2.0,,unavailable,ambiguous_material,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942453,27469684,Skyvillage,1.0,46.0,valid,bedrock_excluded,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942453,27469685,Atarque,5.0,41.0,valid,bedrock_excluded,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942453,27469686,Sedillo,2.0,178.0,valid,,3,178.0,178.0,178.0
az_ponderosa,strict_soil,2942481,27471332,Rock outcrop,15.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,strict_soil,2942481,27471333,Jemez,30.0,69.0,valid,bedrock_excluded,5,152.0,152.0,152.0
az_ponderosa,strict_soil,2942481,27471334,Totavison family #,45.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,strict_soil,2942481,27471335,Cajete,10.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,strict_soil,2942502,27469706,Abiquiu,40.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942502,27469707,Walrees,45.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942502,27469708,Peralta,5.0,165.0,valid,,3,165.0,165.0,165.0
az_ponderosa,strict_soil,2942502,27469709,Werlog,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942502,27469710,Jocity,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942503,27469715,Wauquie,85.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942503,27469716,Vessilla,3.0,25.0,valid,bedrock_excluded,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942503,27469717,Rosced,3.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,strict_soil,2942503,27469718,Santa Fe,3.0,20.0,valid,bedrock_excluded,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942503,27469719,Laventana,3.0,127.0,valid,bedrock_excluded,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942503,27469720,Bamac,3.0,165.0,valid,,3,165.0,165.0,165.0
az_ponderosa,strict_soil,2942512,27471448,Zia,40.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,strict_soil,2942512,27471449,San Mateo,35.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,strict_soil,2942512,27471450,Querencia,10.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942512,27471451,Sparank,10.0,165.0,valid,,2,165.0,165.0,165.0
az_ponderosa,strict_soil,2942512,27471452,unknown,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,strict_soil,2942517,27471479,Cajete,65.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,strict_soil,2942517,27471480,Jarmillo,20.0,152.0,valid,,8,152.0,152.0,152.0
az_ponderosa,strict_soil,2942517,27471481,Ustorthents,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,strict_soil,2942517,27471482,Jemez,5.0,69.0,valid,bedrock_excluded,5,152.0,152.0,152.0
az_ponderosa,strict_soil,2942517,27471483,Calaveras,5.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,strict_soil,2942518,27471484,Lobat,55.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,strict_soil,2942518,27471485,Cajete,30.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,strict_soil,2942518,27471486,Jemez,5.0,99.0,valid,bedrock_excluded,4,152.0,152.0,152.0
az_ponderosa,strict_soil,2942518,27471487,Palon,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,strict_soil,2942518,27471488,Jarmillo,5.0,152.0,valid,,8,152.0,152.0,152.0
az_ponderosa,all_layers,56390,27472014,Jarmillo,5.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,all_layers,56390,27472015,Calaveras,10.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,56390,27472016,Cajete,85.0,152.0,valid,,6,152.0,152.0,152.0
az_ponderosa,all_layers,56449,27472259,Laventana,3.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,56449,27472260,Cypher,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,56449,27472261,Rock outcrop,2.0,152.0,valid,,1,152.0,152.0,152.0
az_ponderosa,all_layers,56449,27472262,Cajete,5.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,all_layers,56449,27472263,Cypher,35.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,56449,27472264,Rock outcrop,50.0,152.0,valid,,1,152.0,152.0,152.0
az_ponderosa,all_layers,56462,27472319,Cajete,10.0,165.0,valid,,3,165.0,165.0,165.0
az_ponderosa,all_layers,56462,27472320,Rubble land,5.0,152.0,valid,,1,152.0,152.0,152.0
az_ponderosa,all_layers,56462,27472321,Rock outcrop,10.0,152.0,valid,,1,152.0,152.0,152.0
az_ponderosa,all_layers,56462,27472322,Origo,50.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,56462,27472323,Pavo,25.0,152.0,valid,,7,152.0,152.0,152.0
az_ponderosa,all_layers,56475,27472375,Cajete,10.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,all_layers,56475,27472376,Rock outcrop,15.0,152.0,valid,,1,152.0,152.0,152.0
az_ponderosa,all_layers,56475,27472377,Totavi,45.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,all_layers,56475,27472378,Jemez,30.0,152.0,valid,,5,152.0,152.0,152.0
az_ponderosa,all_layers,2721103,27470594,Cajete,85.0,152.0,valid,,6,152.0,152.0,152.0
az_ponderosa,all_layers,2721103,27470595,Jemez,5.0,152.0,valid,,5,152.0,152.0,152.0
az_ponderosa,all_layers,2721103,27470596,Calaveras,5.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2721103,27470597,Jarmillo,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2721109,27470608,Cochiti,50.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2721109,27470609,Espiritu,45.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2721109,27470610,Rock outcrop,1.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2721109,27470611,Waumac,2.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2721109,27470612,Teco,1.0,165.0,valid,,4,165.0,165.0,165.0
az_ponderosa,all_layers,2721109,27470613,Parkelei,1.0,203.0,valid,,3,203.0,203.0,203.0
az_ponderosa,all_layers,2721113,27470598,Cypher,25.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2721113,27470599,Cajete,65.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,all_layers,2721113,27470600,Rock outcrop,2.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2721113,27470601,Laventana,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2721113,27470602,Mirand,3.0,152.0,valid,,7,152.0,152.0,152.0
az_ponderosa,all_layers,2721150,27469549,Water,90.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2721150,27469550,Riverwash,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2721150,27469551,wet soils,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934232,27469846,Rock outcrop,35.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934232,27469847,Typic Haplustalfs,50.0,203.0,valid,,8,203.0,203.0,203.0
az_ponderosa,all_layers,2934232,27469848,Lithic Haplustalfs,10.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934232,27469849,Udic Haplustepts,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934242,27469882,Typic Ustorthents,30.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934242,27469883,Barranca family #,5.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934242,27469884,Lithic Haplustalfs,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934242,27469885,Typic Haplustalfs,35.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934242,27469886,Rock outcrop,25.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934247,27469901,Rock outcrop,20.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934247,27469902,Spudrock family,40.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934247,27469903,Nees family,20.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934247,27469904,Cortaro family,10.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934247,27469905,Loghouse family,10.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934254,27469929,Bluebirdmesa family #,80.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934254,27469930,Lobat family,5.0,203.0,valid,,9,203.0,203.0,203.0
az_ponderosa,all_layers,2934254,27469931,Derecho family,15.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934256,27469935,Rock outcrop,20.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934256,27469936,Udic Haplustalfs,60.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934256,27469937,Calaveras family,10.0,203.0,valid,,8,203.0,203.0,203.0
az_ponderosa,all_layers,2934256,27469938,Lithic Haplustalfs,10.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934269,27469979,Typic Haplustalfs,85.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934269,27469980,Rock outcrop,10.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934269,27469981,Udic Haplustepts,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934312,27470125,Barranca family #,50.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934312,27470126,Lama family,30.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934312,27470127,Quintana family,10.0,203.0,valid,,4,203.0,203.0,203.0
az_ponderosa,all_layers,2934312,27470128,Wodomont family,10.0,203.0,valid,,4,203.0,203.0,203.0
az_ponderosa,all_layers,2934319,27470151,Uwing family,40.0,110.0,valid,,3,110.0,110.0,110.0
az_ponderosa,all_layers,2934319,27470152,Typic Haplustolls,10.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934319,27470153,Riomedio family #,45.0,110.0,valid,,4,110.0,110.0,110.0
az_ponderosa,all_layers,2934319,27470154,Pachic Haplustolls,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934354,27470273,Goldbug family,70.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934354,27470274,Losindios family,15.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934354,27470275,Sheek family,15.0,203.0,valid,,8,203.0,203.0,203.0
az_ponderosa,all_layers,2934358,27470285,Crooked Creek family #,25.0,120.0,valid,,5,120.0,120.0,120.0
az_ponderosa,all_layers,2934358,27470286,Fentonlake family #,20.0,110.0,valid,,6,110.0,110.0,110.0
az_ponderosa,all_layers,2934358,27470287,Fughes family,40.0,135.0,valid,,5,135.0,135.0,135.0
az_ponderosa,all_layers,2934358,27470288,Herm family,10.0,102.0,valid,,6,102.0,102.0,102.0
az_ponderosa,all_layers,2934358,27470289,Cumulic Haplustolls,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934373,27470335,Sawyercanyon family #,80.0,102.0,valid,,6,102.0,102.0,102.0
az_ponderosa,all_layers,2934373,27470336,Fluventic Haplustepts,15.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934373,27470337,Aquic Ustifluvents,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934380,27470360,Lobat family,40.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934380,27470361,Barleycanyon family #,30.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934380,27470362,Jarmillo family,15.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934380,27470363,Litag family,15.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934382,27470367,Jemez family,50.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934382,27470368,Cymery family,30.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934382,27470369,Arlenson family #,5.0,203.0,valid,,4,203.0,203.0,203.0
az_ponderosa,all_layers,2934382,27470370,Barleycanyon family #,15.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934384,27470375,Vibo family,70.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934384,27470376,Lama family,15.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934384,27470377,Lithic Haplustalfs,15.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934385,27470378,Jemez family,70.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934385,27470379,Burnac family,15.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934385,27470380,Lajuita family,15.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934386,27470381,Arlenson family #,70.0,203.0,valid,,4,203.0,203.0,203.0
az_ponderosa,all_layers,2934386,27470382,Litag family,15.0,203.0,valid,,8,203.0,203.0,203.0
az_ponderosa,all_layers,2934386,27470383,Parajito family,15.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934390,27470391,Laventana family,80.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934390,27470392,Lobat family,10.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934390,27470393,Vitrandic Haplustepts,10.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934391,27470394,Rock outcrop,20.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934391,27470395,Vitrandic Udorthents,50.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934391,27470396,Abreu family,15.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934391,27470397,Litag family,15.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934392,27470398,Pax family,50.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934392,27470399,LaCueva family #,20.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934392,27470400,Barleycanyon family #,15.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934392,27470401,Litag family,15.0,203.0,valid,,8,203.0,203.0,203.0
az_ponderosa,all_layers,2934394,27470402,LaCueva family #,75.0,113.0,valid,,6,113.0,113.0,113.0
az_ponderosa,all_layers,2934394,27470403,Laventana family,10.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934394,27470404,Pax family,15.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934395,27470405,LaCueva family #,60.0,113.0,valid,,7,113.0,113.0,113.0
az_ponderosa,all_layers,2934395,27470406,Bearsprings Peak family #,30.0,138.0,valid,,5,138.0,138.0,138.0
az_ponderosa,all_layers,2934395,27470407,Vitrandic Ustorthents,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934395,27470408,Typic Haplustalfs,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934397,27470413,Cajete family,50.0,114.0,valid,,6,114.0,114.0,114.0
az_ponderosa,all_layers,2934397,27470414,Jemez family,30.0,105.0,valid,,6,105.0,105.0,105.0
az_ponderosa,all_layers,2934397,27470415,Laventana family,10.0,107.0,valid,,6,107.0,107.0,107.0
az_ponderosa,all_layers,2934397,27470416,Bearsprings Peak family #,10.0,138.0,valid,,5,138.0,138.0,138.0
az_ponderosa,all_layers,2934398,27470417,Cajete family,90.0,114.0,valid,,6,114.0,114.0,114.0
az_ponderosa,all_layers,2934398,27470418,Burrfoot family,10.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934401,27470427,Vitrandic Ustorthents,60.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934401,27470428,Rock outcrop,20.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934401,27470429,Laventana family,15.0,203.0,valid,,7,203.0,203.0,203.0
az_ponderosa,all_layers,2934401,27470430,Lithic Ustorthents,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934404,27470437,Cajete family,60.0,114.0,valid,,6,114.0,114.0,114.0
az_ponderosa,all_layers,2934404,27470438,Faleria family,30.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934404,27470439,Bearsprings Peak family #,10.0,138.0,valid,,5,138.0,138.0,138.0
az_ponderosa,all_layers,2934408,27470446,Litag family,75.0,114.0,valid,,5,114.0,114.0,114.0
az_ponderosa,all_layers,2934408,27470447,Vitrandic Udorthents,15.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934408,27470448,Abreu family,10.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934410,27470453,Litag family,95.0,203.0,valid,,6,203.0,203.0,203.0
az_ponderosa,all_layers,2934410,27470454,Rock outcrop,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934430,27470515,Chamita family,50.0,115.0,valid,,5,115.0,115.0,115.0
az_ponderosa,all_layers,2934430,27470516,Irim family,15.0,100.0,valid,,6,100.0,100.0,100.0
az_ponderosa,all_layers,2934430,27470517,Jarmillo family,25.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934430,27470518,Pachic Haplustolls,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934430,27470519,Olallie family,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934443,27469763,Badland,90.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934443,27469764,Menefee,10.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934483,27470745,Cochiti,30.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934483,27470746,Espiritu,35.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934483,27470747,Atarque,20.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934483,27470748,Rock outcrop,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934483,27470749,Ribera,5.0,104.0,valid,,6,104.0,104.0,104.0
az_ponderosa,all_layers,2934483,27470750,Menefee,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934511,27470829,Morenda,5.0,206.0,valid,,7,206.0,206.0,206.0
az_ponderosa,all_layers,2934511,27470830,Chamita,30.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934511,27470831,Dalmatian,55.0,155.0,valid,,4,155.0,155.0,155.0
az_ponderosa,all_layers,2934511,27470832,Dula,5.0,203.0,valid,,3,203.0,203.0,203.0
az_ponderosa,all_layers,2934511,27470833,Pastorius,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934513,27469631,Chamita,20.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934513,27469632,Hesperus,40.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934513,27469633,Pastorius,25.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934513,27469634,Nabor,5.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934513,27469635,Shawa,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934513,27469636,Dula,3.0,203.0,valid,,3,203.0,203.0,203.0
az_ponderosa,all_layers,2934513,27469637,Abreu,2.0,152.0,valid,,5,152.0,152.0,152.0
az_ponderosa,all_layers,2934520,27469788,Escrito,20.0,69.0,valid,,4,69.0,69.0,69.0
az_ponderosa,all_layers,2934520,27469789,Ishkoten,45.0,112.0,valid,,5,112.0,112.0,112.0
az_ponderosa,all_layers,2934520,27469790,Lajuita,25.0,203.0,valid,,5,203.0,203.0,203.0
az_ponderosa,all_layers,2934520,27469791,Rock outcrop,3.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934520,27469792,Losindios,4.0,203.0,valid,,4,203.0,203.0,203.0
az_ponderosa,all_layers,2934520,27469793,Ustorthents,3.0,46.0,valid,,3,46.0,46.0,46.0
az_ponderosa,all_layers,2934522,27470858,Bosquecito,6.0,213.0,valid,,10,213.0,213.0,213.0
az_ponderosa,all_layers,2934522,27470859,Jaralosa,85.0,213.0,valid,,9,213.0,213.0,213.0
az_ponderosa,all_layers,2934522,27470860,Urban land,2.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934522,27470861,Innacutt,4.0,305.0,valid,,9,305.0,305.0,305.0
az_ponderosa,all_layers,2934522,27470862,Cuyamungue,3.0,254.0,valid,,7,254.0,254.0,254.0
az_ponderosa,all_layers,2934581,27471035,Fiesta,35.0,307.0,valid,,10,307.0,307.0,307.0
az_ponderosa,all_layers,2934581,27471036,Espanola,15.0,203.0,valid,,8,203.0,203.0,203.0
az_ponderosa,all_layers,2934581,27471037,Enmedio,3.0,152.0,valid,,7,152.0,152.0,152.0
az_ponderosa,all_layers,2934581,27471038,Morenda,25.0,211.0,valid,,8,211.0,211.0,211.0
az_ponderosa,all_layers,2934581,27471039,Morenda,20.0,206.0,valid,,8,206.0,206.0,206.0
az_ponderosa,all_layers,2934581,27471040,Riverwash,2.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934582,27471041,Dula,15.0,203.0,valid,,3,203.0,203.0,203.0
az_ponderosa,all_layers,2934582,27471042,Espanola,5.0,203.0,valid,,8,203.0,203.0,203.0
az_ponderosa,all_layers,2934582,27471043,Fiesta,30.0,307.0,valid,,8,307.0,307.0,307.0
az_ponderosa,all_layers,2934582,27471044,Morenda,40.0,206.0,valid,,7,206.0,206.0,206.0
az_ponderosa,all_layers,2934582,27471045,Chamita,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934582,27471046,Pastorius,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934586,27469651,Elbuck,30.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934586,27469652,Nabor,55.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934586,27469653,Rock outcrop,1.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934586,27469654,Trampas,4.0,155.0,valid,,4,155.0,155.0,155.0
az_ponderosa,all_layers,2934586,27469655,Tottles,1.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934586,27469656,Rombo,4.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2934586,27469657,Wiggler,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934600,27471100,Origo,50.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2934600,27471101,Pavo,25.0,152.0,valid,,7,152.0,152.0,152.0
az_ponderosa,all_layers,2934600,27471102,Rubble land,5.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934600,27471103,Rock outcrop,10.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2934600,27471104,Cajete,10.0,152.0,valid,,6,152.0,152.0,152.0
az_ponderosa,all_layers,2942447,27469674,Rock outcrop,50.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2942447,27469675,Cypher,35.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2942447,27469676,Abreu,9.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942447,27469677,Laventana,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942447,27469678,Cajete,1.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,all_layers,2942453,27469679,Espiritu,25.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942453,27469680,Vessilla,25.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942453,27469681,Rock outcrop,35.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2942453,27469682,Fragua,5.0,152.0,valid,,4,152.0,152.0,152.0
az_ponderosa,all_layers,2942453,27469683,Menefee,2.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942453,27469684,Skyvillage,1.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942453,27469685,Atarque,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942453,27469686,Sedillo,2.0,178.0,valid,,3,178.0,178.0,178.0
az_ponderosa,all_layers,2942481,27471332,Rock outcrop,15.0,,unavailable,missing_horizons,0,0,0.0,
az_ponderosa,all_layers,2942481,27471333,Jemez,30.0,152.0,valid,,5,152.0,152.0,152.0
az_ponderosa,all_layers,2942481,27471334,Totavison family #,45.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,all_layers,2942481,27471335,Cajete,10.0,152.0,valid,,2,152.0,152.0,152.0
az_ponderosa,all_layers,2942502,27469706,Abiquiu,40.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942502,27469707,Walrees,45.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942502,27469708,Peralta,5.0,165.0,valid,,3,165.0,165.0,165.0
az_ponderosa,all_layers,2942502,27469709,Werlog,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942502,27469710,Jocity,5.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942503,27469715,Wauquie,85.0,152.0,valid,,3,152.0,152.0,152.0
az_ponderosa,all_layers,2942503,27469716,Vessilla,3.0,152.0,valid,,3,152.0,152.0,152.0
