ProjectName,Scenario,Watershed,Total contributing area to outlet (ha),Precipitation (m^3/yr),Precipitation per area (mm/yr),Water discharge (m^3/yr),Water discharge per area (mm/yr),Total hillslope soil loss (tonne/yr),Total hillslope soil loss per area (kg/ha/yr),Total channel soil loss (tonne/yr),Total channel soil loss per area (kg/ha/yr),Sediment discharge (tonne/yr),Sediment discharge per area (kg/ha/yr),Sediment delivery ratio for watershed,Phosphorus discharge (kg/yr),Phosphorus discharge per area (kg/ha/yr),Particle Fraction Under 0.016 mm,Sediment Yield of Particles Under 0.016 mm (tonne/yr),Sediment Yield of Particles Under 0.016 mm per area (kg/ha/yr)
CurCond4.1.3b.2_Watershed_1,CurCond4.1.3b.2,Watershed_1,262.83,2411256.0,917.4203858007077,671495.0,255.48643609937983,0.3,1.1414222120762472,4.8,18.262755393219955,5.0,19.023703534604117,0.99,8.4,0.031959821938134916,0.19010000000000002,0.9505000000000001,3.616406041928243
CurCond4.1.3b.2_Watershed_2,CurCond4.1.3b.2,Watershed_2,110.68,1032881.0,933.2137694253704,226651.0,204.78044813877847,0.1,0.9035056017347307,1.7,15.359595229490422,1.8,16.263100831225152,1.004,2.7,0.02439465124683773,0.1932,0.34776,3.1420310805926994
CurCond4.1.3b.2_Watershed_3,CurCond4.1.3b.2,Watershed_3,188.22,1790664.0,951.3675486133249,422890.0,224.67856763362022,0.0,0.0,3.9,20.720433535224736,3.9,20.720433535224736,0.991,5.5,0.029221124216342577,0.19180000000000003,0.7480200000000001,3.974179152056105
CurCond4.1.3b.2_Watershed_4,CurCond4.1.3b.2,Watershed_4,1345.08,13708196.0,1019.1361108632943,4370562.0,324.92952092068873,4.3,3.19683587593303,31.5,23.41868141671871,34.8,25.872067088946384,0.974,53.7,0.03992327593897761,0.19679999999999997,6.848639999999999,5.091622803104647
CurCond4.1.3b.2_Watershed_5,CurCond4.1.3b.2,Watershed_5,268.63,2753813.0,1025.132338160295,840679.0,312.9505267468265,0.2,0.7445184826713324,5.7,21.21877675613297,5.9,21.963295238804303,0.993,9.4,0.03499236868555262,0.19110000000000002,1.12749,4.1971857201355025
CurCond4.1.3b.2_Watershed_8,CurCond4.1.3b.2,Watershed_8,160.26,1925546.0,1201.513790091102,741770.0,462.8541120678897,3.9,24.33545488581056,4.4,27.455384999376015,8.2,51.16685386247348,1.001,10.3,0.0642705603394484,0.21200000000000002,1.7384,10.847373018844378
CurCond4.1.3b.2_Watershed_9_Blackwood,CurCond4.1.3b.2,Watershed_9_Blackwood,2671.07,37575749.0,1406.7676623974662,20443995.0,765.3859689188228,32205.1,12057.003373180036,157157.7,58836.98293193364,7600.1,2845.3391337553862,0.04,6181.6,2.3142785475483607,0.7971,6058.039710000001,2268.019823516419
CurCond4.1.3b.2_Watershed_10,CurCond4.1.3b.2,Watershed_10,1309.41,15380623.0,1174.6223871820132,6673676.0,509.6704622692663,1184.5,904.6058912029081,95.6,73.00998159476406,306.5,234.07488869032616,0.239,417.7,0.3189986329721019,0.3077,94.31004999999999,72.02484325001335
CurCond4.1.3b.2_Watershed_11_General,CurCond4.1.3b.2,Watershed_11_General,1819.7,22100076.0,1214.4900807825466,9939839.0,546.2350387426499,1652.2,907.9518601967357,799.1,439.1383195032148,104.1,57.2072319613123,0.042,163.8,0.09001483761059516,0.48960000000000004,50.96736,28.008660768258505
CurCond4.1.3b.2_Watershed_12_Meeks,CurCond4.1.3b.2,Watershed_12_Meeks,1981.45,23568024.0,1189.4331928638119,9794295.0,494.29937671906936,11609.6,5859.143556486411,1254.3,633.021272300588,229.1,115.6223977390295,0.018,191785.8,96.79063312220848,0.3317,75.99247,38.351949330036085
CurCond4.1.3b.2_Watershed_13,CurCond4.1.3b.2,Watershed_13,211.44,2173747.0,1028.0680098373061,787005.0,372.21197502837686,23.9,113.03443057132047,3.6,17.0261066969353,14.9,70.46916382898222,0.542,23.8,0.11256148316307227,0.2031,3.02619,14.312287173666288
CurCond4.1.3b.2_Watershed_14,CurCond4.1.3b.2,Watershed_14,246.15,2690698.0,1093.1131423928498,1270568.0,516.1763152549258,84.3,342.4741011578306,6.0,24.37538086532602,95.2,386.75604306317285,1.055,83.4,0.3388177940280317,0.047,4.4744,18.177534023969127
CurCond4.1.3b.2_Watershed_15,CurCond4.1.3b.2,Watershed_15,149.32,1489562.0,997.5636217519422,705402.0,472.40959014197693,194.3,1301.2322528797215,2.6,17.412268952585052,166.9,1117.733726225556,0.848,137.6,0.9215108491829628,0.043800000000000006,7.310220000000001,48.95673720867936
CurCond4.1.3b.2_Watershed_16,CurCond4.1.3b.2,Watershed_16,295.18,2955582.0,1001.2812521173521,1462878.0,495.5884545023376,610.4,2067.890778508029,7.6,25.747001829392236,452.9,1534.318043227861,0.733,371.0,1.2568602208821735,0.06490000000000001,29.393210000000003,99.57724100548819
CurCond4.1.3b.2_Watershed_17,CurCond4.1.3b.2,Watershed_17,386.9,3754816.0,970.487464461101,1735077.0,448.4561902300336,2450.9,6334.711811837685,19.0,49.108296717498064,665.8,1720.8581028689584,0.27,542.4,1.4019126389247867,0.148,98.53839999999998,254.6869992246058
CurCond4.1.3b.2_Watershed_18,CurCond4.1.3b.2,Watershed_18,1647.08,20362331.0,1236.2684872623067,10429687.0,633.2228549918644,11109.7,6745.088277436434,306.4,186.02617966340435,568.8,345.33841707749474,0.05,6406758.7,3889.7677708429464,0.3472,197.48736,119.90149840930616
CurCond4.1.3b.2_Watershed_19,CurCond4.1.3b.2,Watershed_19,845.73,10312303.0,1219.3374954181595,5628819.0,665.5574474122947,8161.1,9649.770021165146,23.7,28.023127948636088,402.7,476.15669303441996,0.049,373.6,0.441748548591158,0.21700000000000003,87.3859,103.32600238846913
